	G447_S25_L001	G448_S61_L001	G450_S19_L001	G451_S37_L001	G452_S26_L001	G454_S71_L001	G455_S18_L001	G456_S66_L001	G457_S56_L001	G458_S58_L001	G459_S41_L001	G460_S36_L001	G462_S48_L001	G463_S4_L001	G465_S2_L001	G466_S65_L001	G470_S20_L001	G471_S55_L001	G473_S35_L001	G474_S22_L001	G475_S70_L001	G476_S78_L001	G477_S12_L001	G478_S17_L001	G479_S9_L001	G480_S44_L001	G481_S6_L001	G482_S59_L001	G484_S23_L001	G485_S34_L001	G486_S13_L001	G487_S7_L001	G488_S69_L001	G489_S31_L001	G490_S49_L001	G491_S3_L001	G492_S76_L001	G497_S77_L001	G499_S53_L001	G500_S62_L001	G503_S39_L001	G504_S11_L001	G507_S54_L001	G508_S29_L001	G510_S42_L001	G512_S47_L001	G514_S73_L001	G515_S74_L001	G516_S68_L001	G518_S38_L001	G519_S63_L001	G521_S21_L001	G522_S45_L001	G523_S64_L001	G525_S46_L001	G526_S60_L001	G527_S72_L001	G528_S40_L001	G529_S27_L001	G533_S52_L001	G536_S16_L001	G540_S14_L001	G541_S8_L001	G543_S51_L001	G546_S15_L001	G549_S67_L001	G550_S43_L001	G554_S30_L001	G556_S33_L001	G560_S28_L001	G562_S5_L001	G566_S32_L001	G567_S57_L001	G568_S24_L001	G570_S50_L001	G572_S1_L001	G574_S10_L001	G576_S75_L001	GBlank1_S79_L001	GBlank2_S80_L001	GPCR1blank_S81_L001	GPCR2blank_S83_L001	Gpositivecontrol_S82_L001
ASV_61	7	160	105	0	0	244	0	148	0	0	46	1022	0	0	0	0	182	0	0	0	98	63	67	333	0	60	0	68	0	0	123	0	0	0	38	78	236	0	0	0	0	58	0	0	396	0	0	0	0	0	0	109	91	0	0	0	1942	194	0	0	15	108	79	445	69	0	689	111	401	0	36	17	0	0	0	57	0	211	387	0	0	0	0
ASV_62	0	0	0	0	0	8210	137	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_63	0	94	0	0	0	0	118	0	74	0	0	0	0	0	795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	272	0	0	0	19	0	0	0	0	0	314	68	0	698	0	2314	0	266	782	0	0	0	0	11	457	0	0	0	0	1136	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	106	0	0
ASV_64	0	0	0	0	0	0	0	0	0	0	0	1121	0	64	0	0	0	0	0	0	76	0	30	0	0	0	0	0	712	0	47	0	0	0	73	0	0	0	130	0	263	64	0	63	906	0	0	190	0	0	0	0	0	0	0	0	0	354	0	0	0	252	49	1100	31	0	0	0	1227	0	353	0	0	0	0	0	0	105	0	0	0	0	0
ASV_65	0	0	299	0	729	0	0	136	230	0	161	104	54	79	0	0	281	0	156	94	0	0	250	0	0	0	89	0	39	91	193	265	0	24	737	0	141	81	457	0	0	125	0	0	220	0	78	339	0	0	0	56	295	9	39	0	472	289	0	0	29	0	0	0	0	292	0	0	50	0	32	0	0	0	0	22	0	0	0	0	0	0	0
ASV_66	0	0	0	0	0	6894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_67	0	0	21	285	0	0	53	56	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	1783	653	1869	0	49	93	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	906	0	194	0	157	0	0	151	123	0	0	0	0	0	0	135	0	0	47	0	0	0	0	0	0
ASV_68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_69	0	0	0	0	0	0	0	0	0	529	524	0	0	0	0	0	75	0	0	0	0	0	0	44	0	0	0	0	617	0	0	0	0	427	1332	75	313	439	0	0	0	0	0	0	0	118	154	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	83	0	1340	0	0	0	0	104	0	0	0	0	0	0	0	0	0
ASV_70	286	57	0	0	0	0	222	127	0	0	0	0	0	362	0	566	0	224	0	0	440	330	0	0	0	0	253	0	0	0	45	0	68	0	0	103	63	104	0	0	0	0	0	0	0	0	169	0	0	0	285	276	0	0	0	0	1169	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	754	385	0	0	0	0	0	0	0	0
ASV_71	170	0	0	0	1232	0	332	0	0	0	0	0	88	83	0	0	45	0	0	0	227	157	104	257	0	0	89	0	0	0	0	1488	0	0	0	207	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	508	0	0	0	0	125	0	0	0	254	0	0	0	0	419	0	101	0	0	0	0	0	0	0
ASV_72	0	0	0	0	0	0	1015	0	0	304	0	318	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3858
ASV_73	0	0	0	639	0	0	0	0	0	142	155	0	0	71	0	0	0	470	0	0	331	16	0	308	0	0	0	0	589	0	95	0	147	0	0	0	0	0	0	0	0	47	0	0	0	0	864	0	0	0	0	482	0	0	0	0	0	0	206	0	756	0	219	0	0	0	340	0	0	0	0	0	0	0	0	32	43	0	0	0	0	0	0
ASV_74	324	0	0	0	141	0	189	0	436	0	0	0	106	0	0	0	0	0	0	0	341	0	0	1366	0	0	122	0	357	0	0	96	0	160	0	351	66	0	78	0	0	0	0	0	0	0	0	0	0	0	65	47	0	0	489	0	0	0	0	315	0	0	0	0	0	0	0	0	662	0	0	0	0	157	0	60	0	0	0	0	0	0	0
ASV_75	0	0	0	0	0	0	0	328	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	50	586	974	879	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	141	0	127	0	1119	0	1195	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_76	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	78	0	0	0	0	331	0	0	4667	82	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	48	31	0	0	0	0	0	0
ASV_77	0	98	105	0	0	150	0	111	0	0	27	684	0	0	0	0	135	0	0	0	0	60	0	206	0	27	43	39	0	0	93	0	0	0	0	61	110	36	0	0	0	0	0	0	245	0	0	0	0	0	0	61	59	0	0	0	1315	120	0	0	0	83	46	312	45	0	484	74	295	0	0	0	0	0	0	0	9	150	276	0	0	0	0
ASV_78	0	0	0	0	0	0	0	0	0	0	54	1130	0	0	0	0	769	0	501	0	65	0	96	466	0	0	0	163	0	0	131	0	96	0	0	0	119	152	117	0	0	127	0	0	0	0	80	224	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	86	0	0	0	110	167	0	0	0	101	659	0	0	0	0	0	0	0	0
ASV_79	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	42	0	111	0	0	0	0	499	0	0	0	281	732	946	82	0	136	0	0	0	53	0	0	0	357	71	471	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	329	0	0	0	0	61	156	287	0	0	0	322	0	0	0	0	0
ASV_80	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	4431	0	105	52	63	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	317	0	0	0	0	0	0	0	0	0	0	0	0
ASV_81	0	0	0	0	0	0	0	43	0	56	217	0	0	123	0	0	0	0	0	0	0	0	0	293	0	397	0	0	0	0	48	0	196	612	0	0	0	173	0	0	0	80	0	0	0	215	66	469	0	0	0	560	0	0	0	0	0	0	515	0	607	0	0	0	0	100	0	0	0	0	0	236	0	143	0	24	45	0	0	0	0	0	0
ASV_82	0	64	0	0	0	0	65	0	55	0	0	0	0	0	545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	200	0	0	0	0	0	0	0	0	0	230	50	0	472	0	1522	0	156	528	3	0	0	0	0	324	0	0	0	0	827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0
ASV_83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2856	0	0	0	0	0	0	0	0	125	0	0	2104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0
ASV_84	0	177	645	0	0	0	19	415	299	0	0	0	26	0	0	0	0	0	0	0	0	0	0	209	0	0	45	0	0	79	0	12	0	0	0	20	0	74	0	0	0	0	0	0	0	0	0	961	0	315	0	0	413	0	0	0	320	0	0	0	0	0	80	0	0	0	0	0	159	0	36	190	0	0	548	51	14	0	0	0	0	0	0
ASV_85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5085
ASV_86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	142	2436	0	0	1847	0	0	384	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4398	0	27	0	0	280	0	27	29	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0
ASV_88	0	0	0	0	0	0	0	0	0	67	0	0	75	0	0	0	0	365	0	0	0	0	0	0	0	0	36	0	138	0	0	595	168	323	0	2	383	237	71	544	0	0	0	0	0	437	201	0	0	0	0	0	0	53	0	0	0	0	0	0	133	0	57	0	55	0	0	0	0	0	0	44	0	407	0	91	69	0	0	0	0	0	0
ASV_89	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	2506	0	0	0	0	0	0	0	251	0	0	0	402	451	0	0	40	0	0	0	0	95	0	0	0	0	111	0	0	0	0	0	0	0	72	93	0	0	0	0	0	0	0	0	0	0	66	0	52	0	114	104	0	0	0	0	0	0
ASV_90	0	0	211	0	476	0	0	82	185	0	105	96	31	0	0	0	181	0	97	63	0	0	136	0	0	0	0	0	40	72	108	184	0	0	450	0	61	104	291	0	0	86	0	0	169	0	46	215	0	0	0	28	198	0	0	0	336	205	0	0	0	0	36	0	0	194	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_92	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	1159	418	1271	0	45	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	587	0	119	0	96	0	0	99	89	0	0	0	0	13	0	71	0	0	0	0	0	0	0	0	0
ASV_93	0	0	0	0	0	0	0	0	0	203	194	0	0	0	0	0	971	0	0	0	0	0	0	0	0	1500	0	0	0	0	0	0	403	0	0	0	0	0	0	0	757	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	0	0	0	0	0	0	0	0	1464	0	0	0	0	793	0	0	0	0	78	0	0	0	0	1182	0	183	0	0
ASV_95	0	65	0	0	0	0	2293	0	80	0	0	0	0	0	0	214	108	404	267	0	0	96	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	113	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0
ASV_96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0
ASV_97	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	2662	0	0	0	0	0	154	254	136	0	0	0	0	113	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_98	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	429	589	574	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	90	0	76	0	764	0	795	0	0	0	0	0	0	24	0	0	0	0	0	0	0
ASV_99	182	47	0	0	0	0	149	102	0	51	0	0	0	201	0	281	0	144	0	0	245	224	0	0	0	0	151	0	0	0	25	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	94	0	0	0	179	125	0	0	0	0	822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392	264	0	0	0	0	0	0	0	0
ASV_100	0	0	0	423	0	0	0	0	0	87	77	0	50	51	0	0	0	339	0	0	191	1	0	197	0	0	0	0	424	0	86	0	80	0	0	0	0	0	0	0	0	35	0	0	0	0	475	0	0	0	0	263	0	0	0	0	0	0	130	0	443	0	118	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	549	0	352	1184	125	0	0	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	847	0	0	0	0	0	0	0	30	0	0	0	0	0	0
ASV_102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3182	0	0	0	0	231	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1854	0	0	0	0	0	0	0	0	110	0	0	1490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_104	0	0	0	0	0	0	0	0	0	0	38	763	0	0	0	0	527	0	327	0	38	0	86	287	0	0	0	134	0	0	94	0	52	0	0	0	75	97	79	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	83	129	0	0	0	0	408	0	0	0	0	0	0	0	0
ASV_105	0	0	0	0	439	0	0	271	0	80	438	0	0	885	0	0	0	0	0	0	0	0	90	292	0	0	0	0	0	0	0	0	0	0	0	48	76	103	62	0	0	82	107	217	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0
ASV_106	0	0	0	1043	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0	0	128	120	0	0	0	0	0	0	81	876	0	0	0	49	324	111	0	0	0	48	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_107	0	0	0	0	0	0	0	0	0	0	713	0	0	0	0	0	0	0	0	1475	0	0	0	0	0	0	61	0	0	0	72	0	0	0	0	0	138	538	0	0	0	29	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	1343	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	85	191	56	0	0	1279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	6	17	0	0	0	0	0	0
ASV_109	63	0	0	0	0	0	0	48	0	71	0	0	0	119	0	232	0	0	0	0	0	0	0	109	0	0	110	0	0	2311	37	0	0	0	0	0	0	4	0	0	0	37	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	93	1672	0	0	1067	0	0	257	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_111	0	0	0	0	0	0	687	0	0	158	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1821
ASV_112	0	110	444	0	0	0	0	233	216	0	0	0	0	0	0	0	0	22	0	0	0	0	0	132	0	0	0	0	0	35	0	0	0	0	0	0	0	45	0	0	0	0	28	0	0	0	0	625	0	248	0	0	248	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	100	0	0	101	0	0	325	31	0	0	0	0	0	0	0
ASV_113	0	71	0	0	0	0	0	529	614	11	0	179	0	0	0	0	0	0	400	0	0	0	111	517	0	0	82	0	0	0	38	0	380	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	73	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0
ASV_115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	1041	0	0	0	0	552	0	0	0	0	36	0	0	0	0	807	0	132	0	0
ASV_116	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	2848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_117	0	0	0	0	0	0	0	0	0	0	130	0	0	56	0	0	0	0	0	0	0	0	0	185	0	252	0	0	0	0	0	0	134	383	0	0	0	104	0	0	0	0	0	0	0	129	0	319	0	0	0	324	0	0	0	0	0	0	349	0	347	0	0	0	0	0	0	0	0	0	0	123	0	92	0	0	0	0	0	0	0	0	0
ASV_118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_119	0	0	2909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_120	0	0	2307	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_121	0	0	0	0	0	0	0	0	0	0	0	428	0	0	0	0	0	0	0	932	0	0	0	0	0	763	29	0	0	0	0	0	69	0	0	0	0	126	0	0	0	0	0	0	0	246	0	0	0	0	0	82	0	0	21	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0
ASV_122	0	0	0	0	0	0	0	0	0	143	306	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	1922	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0
ASV_123	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0
ASV_124	0	0	0	0	0	0	0	0	0	0	0	1356	0	0	0	0	0	0	58	0	0	0	53	60	0	37	0	0	0	0	0	0	0	0	14	0	0	269	0	0	161	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	4	0	51	0	43	0	0	0	0	0	0	0	0	0	0	16	0	565	0	0	0	0	0
ASV_125	0	0	0	0	0	0	789	0	0	0	0	0	0	61	0	0	0	264	0	0	0	148	0	0	0	0	0	0	245	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	91	0	0	0	0	784	0	0	0	0	0	0	0	0	0	0	55	0	38	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
ASV_126	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	347	0	552	0	29	0	0	0	0	0	0	0	0	66	35	0	0	0	65	0	0	0	948	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	423	0	0	0	0	0	0	0	0	0	0	0	0
ASV_127	0	0	0	0	0	0	0	0	204	0	0	0	126	0	0	0	0	41	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	189	0	1560	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0
ASV_128	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1165	0	0	0	0	0	52	0	0	0	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	0	0	0	0	0	0	63	0	0	0	0	0	0
ASV_129	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	66	0	0	404	93	195	0	1	199	147	55	359	0	0	0	0	0	317	129	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	30	0	0	0	0	0	0	24	0	271	0	0	0	0	0	0	0	0	0
ASV_130	0	12	161	0	0	0	0	62	7	0	8	14	3	0	370	0	118	0	26	12	0	0	0	139	0	0	0	208	0	3	48	56	0	0	0	0	4	45	0	193	93	0	27	5	101	3	0	35	0	0	0	0	55	0	0	0	8	10	61	0	24	0	0	48	11	51	139	0	0	20	315	13	0	37	0	0	0	31	0	0	0	0	0
ASV_131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	1509	0	0	0	0	0	0	0	150	0	0	0	234	315	0	0	32	0	0	0	0	53	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0
ASV_132	0	0	0	0	0	0	0	0	284	0	0	233	0	0	0	0	0	0	0	1816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0
ASV_133	0	0	0	0	0	0	641	0	0	0	0	1624	0	19	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	1756	0	0	0	0	0	92	163	80	0	0	0	0	82	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2441
ASV_136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	630	0	0	0	0	0	0	0	0	0	0	1464	0	0	0	0
